"X","Notes","ICD.Chapter","ICD.Chapter.Code","State","State.Code","Year","Year.Code","Deaths","Population","Crude.Rate"
288,"","Certain infectious and parasitic diseases","A00-B99","Minnesota",27,2010,2010,678,5303925,12.8
289,"","Certain infectious and parasitic diseases","A00-B99","Mississippi",28,1999,1999,721,2828408,25.5
290,"","Certain infectious and parasitic diseases","A00-B99","Mississippi",28,2000,2000,816,2844658,28.7
291,"","Certain infectious and parasitic diseases","A00-B99","Mississippi",28,2001,2001,833,2852994,29.2
292,"","Certain infectious and parasitic diseases","A00-B99","Mississippi",28,2002,2002,857,2858681,30
293,"","Certain infectious and parasitic diseases","A00-B99","Mississippi",28,2003,2003,875,2868312,30.5
294,"","Certain infectious and parasitic diseases","A00-B99","Mississippi",28,2004,2004,827,2889010,28.6
295,"","Certain infectious and parasitic diseases","A00-B99","Mississippi",28,2005,2005,902,2905943,31
296,"","Certain infectious and parasitic diseases","A00-B99","Mississippi",28,2006,2006,877,2904978,30.2
297,"","Certain infectious and parasitic diseases","A00-B99","Mississippi",28,2007,2007,848,2928350,29
298,"","Certain infectious and parasitic diseases","A00-B99","Mississippi",28,2008,2008,883,2947806,30
299,"","Certain infectious and parasitic diseases","A00-B99","Mississippi",28,2009,2009,893,2958774,30.2
300,"","Certain infectious and parasitic diseases","A00-B99","Mississippi",28,2010,2010,840,2967297,28.3
301,"","Certain infectious and parasitic diseases","A00-B99","Missouri",29,1999,1999,1079,5561948,19.4
302,"","Certain infectious and parasitic diseases","A00-B99","Missouri",29,2000,2000,1060,5595211,18.9
303,"","Certain infectious and parasitic diseases","A00-B99","Missouri",29,2001,2001,1034,5641142,18.3
304,"","Certain infectious and parasitic diseases","A00-B99","Missouri",29,2002,2002,1314,5674825,23.2
305,"","Certain infectious and parasitic diseases","A00-B99","Missouri",29,2003,2003,1335,5709403,23.4
306,"","Certain infectious and parasitic diseases","A00-B99","Missouri",29,2004,2004,1288,5747741,22.4
307,"","Certain infectious and parasitic diseases","A00-B99","Missouri",29,2005,2005,1377,5790300,23.8
308,"","Certain infectious and parasitic diseases","A00-B99","Missouri",29,2006,2006,1361,5842704,23.3
309,"","Certain infectious and parasitic diseases","A00-B99","Missouri",29,2007,2007,1342,5887612,22.8
310,"","Certain infectious and parasitic diseases","A00-B99","Missouri",29,2008,2008,1475,5923916,24.9
311,"","Certain infectious and parasitic diseases","A00-B99","Missouri",29,2009,2009,1423,5961088,23.9
312,"","Certain infectious and parasitic diseases","A00-B99","Missouri",29,2010,2010,1338,5988927,22.3
313,"","Certain infectious and parasitic diseases","A00-B99","Montana",30,1999,1999,118,897507,13.1
314,"","Certain infectious and parasitic diseases","A00-B99","Montana",30,2000,2000,110,902195,12.2
315,"","Certain infectious and parasitic diseases","A00-B99","Montana",30,2001,2001,113,906961,12.5
316,"","Certain infectious and parasitic diseases","A00-B99","Montana",30,2002,2002,113,911667,12.4
317,"","Certain infectious and parasitic diseases","A00-B99","Montana",30,2003,2003,148,919630,16.1
318,"","Certain infectious and parasitic diseases","A00-B99","Montana",30,2004,2004,123,930009,13.2
319,"","Certain infectious and parasitic diseases","A00-B99","Montana",30,2005,2005,117,940102,12.4
320,"","Certain infectious and parasitic diseases","A00-B99","Montana",30,2006,2006,147,952692,15.4
321,"","Certain infectious and parasitic diseases","A00-B99","Montana",30,2007,2007,140,964706,14.5
322,"","Certain infectious and parasitic diseases","A00-B99","Montana",30,2008,2008,129,976415,13.2
323,"","Certain infectious and parasitic diseases","A00-B99","Montana",30,2009,2009,162,983982,16.5
324,"","Certain infectious and parasitic diseases","A00-B99","Montana",30,2010,2010,160,989415,16.2
325,"","Certain infectious and parasitic diseases","A00-B99","Nebraska",31,1999,1999,194,1704764,11.4
326,"","Certain infectious and parasitic diseases","A00-B99","Nebraska",31,2000,2000,189,1711263,11
327,"","Certain infectious and parasitic diseases","A00-B99","Nebraska",31,2001,2001,212,1719836,12.3
328,"","Certain infectious and parasitic diseases","A00-B99","Nebraska",31,2002,2002,267,1728292,15.4
329,"","Certain infectious and parasitic diseases","A00-B99","Nebraska",31,2003,2003,252,1738643,14.5
330,"","Certain infectious and parasitic diseases","A00-B99","Nebraska",31,2004,2004,212,1749370,12.1
331,"","Certain infectious and parasitic diseases","A00-B99","Nebraska",31,2005,2005,231,1761497,13.1
332,"","Certain infectious and parasitic diseases","A00-B99","Nebraska",31,2006,2006,250,1772693,14.1
333,"","Certain infectious and parasitic diseases","A00-B99","Nebraska",31,2007,2007,275,1783440,15.4
334,"","Certain infectious and parasitic diseases","A00-B99","Nebraska",31,2008,2008,288,1796378,16
335,"","Certain infectious and parasitic diseases","A00-B99","Nebraska",31,2009,2009,252,1812683,13.9
336,"","Certain infectious and parasitic diseases","A00-B99","Nebraska",31,2010,2010,245,1826341,13.4
337,"","Certain infectious and parasitic diseases","A00-B99","Nevada",32,1999,1999,495,1934718,25.6
338,"","Certain infectious and parasitic diseases","A00-B99","Nevada",32,2000,2000,495,1998257,24.8
339,"","Certain infectious and parasitic diseases","A00-B99","Nevada",32,2001,2001,552,2098399,26.3
340,"","Certain infectious and parasitic diseases","A00-B99","Nevada",32,2002,2002,525,2173791,24.2
341,"","Certain infectious and parasitic diseases","A00-B99","Nevada",32,2003,2003,604,2248850,26.9
342,"","Certain infectious and parasitic diseases","A00-B99","Nevada",32,2004,2004,605,2346222,25.8
343,"","Certain infectious and parasitic diseases","A00-B99","Nevada",32,2005,2005,645,2432143,26.5
344,"","Certain infectious and parasitic diseases","A00-B99","Nevada",32,2006,2006,607,2522658,24.1
345,"","Certain infectious and parasitic diseases","A00-B99","Nevada",32,2007,2007,640,2601072,24.6
346,"","Certain infectious and parasitic diseases","A00-B99","Nevada",32,2008,2008,591,2653630,22.3
347,"","Certain infectious and parasitic diseases","A00-B99","Nevada",32,2009,2009,577,2684665,21.5
348,"","Certain infectious and parasitic diseases","A00-B99","Nevada",32,2010,2010,588,2700551,21.8
349,"","Certain infectious and parasitic diseases","A00-B99","New Hampshire",33,1999,1999,119,1222014,9.7
350,"","Certain infectious and parasitic diseases","A00-B99","New Hampshire",33,2000,2000,114,1235786,9.2
351,"","Certain infectious and parasitic diseases","A00-B99","New Hampshire",33,2001,2001,118,1255517,9.4
352,"","Certain infectious and parasitic diseases","A00-B99","New Hampshire",33,2002,2002,147,1269089,11.6
353,"","Certain infectious and parasitic diseases","A00-B99","New Hampshire",33,2003,2003,169,1279840,13.2
354,"","Certain infectious and parasitic diseases","A00-B99","New Hampshire",33,2004,2004,197,1290121,15.3
355,"","Certain infectious and parasitic diseases","A00-B99","New Hampshire",33,2005,2005,202,1298492,15.6
356,"","Certain infectious and parasitic diseases","A00-B99","New Hampshire",33,2006,2006,196,1308389,15
357,"","Certain infectious and parasitic diseases","A00-B99","New Hampshire",33,2007,2007,254,1312540,19.4
358,"","Certain infectious and parasitic diseases","A00-B99","New Hampshire",33,2008,2008,214,1315906,16.3
359,"","Certain infectious and parasitic diseases","A00-B99","New Hampshire",33,2009,2009,248,1316102,18.8
360,"","Certain infectious and parasitic diseases","A00-B99","New Hampshire",33,2010,2010,223,1316470,16.9
361,"","Certain infectious and parasitic diseases","A00-B99","New Jersey",34,1999,1999,3072,8359592,36.7
362,"","Certain infectious and parasitic diseases","A00-B99","New Jersey",34,2000,2000,2981,8414350,35.4
363,"","Certain infectious and parasitic diseases","A00-B99","New Jersey",34,2001,2001,3057,8492671,36
364,"","Certain infectious and parasitic diseases","A00-B99","New Jersey",34,2002,2002,3191,8552643,37.3
365,"","Certain infectious and parasitic diseases","A00-B99","New Jersey",34,2003,2003,3059,8601402,35.6
366,"","Certain infectious and parasitic diseases","A00-B99","New Jersey",34,2004,2004,3156,8634561,36.6
367,"","Certain infectious and parasitic diseases","A00-B99","New Jersey",34,2005,2005,3156,8651974,36.5
368,"","Certain infectious and parasitic diseases","A00-B99","New Jersey",34,2006,2006,3091,8661679,35.7
369,"","Certain infectious and parasitic diseases","A00-B99","New Jersey",34,2007,2007,2833,8677885,32.6
370,"","Certain infectious and parasitic diseases","A00-B99","New Jersey",34,2008,2008,2943,8711090,33.8
371,"","Certain infectious and parasitic diseases","A00-B99","New Jersey",34,2009,2009,2781,8755602,31.8
372,"","Certain infectious and parasitic diseases","A00-B99","New Jersey",34,2010,2010,2734,8791894,31.1
373,"","Certain infectious and parasitic diseases","A00-B99","New Mexico",35,1999,1999,279,1808082,15.4
374,"","Certain infectious and parasitic diseases","A00-B99","New Mexico",35,2000,2000,243,1819046,13.4
375,"","Certain infectious and parasitic diseases","A00-B99","New Mexico",35,2001,2001,267,1831690,14.6
376,"","Certain infectious and parasitic diseases","A00-B99","New Mexico",35,2002,2002,276,1855309,14.9
377,"","Certain infectious and parasitic diseases","A00-B99","New Mexico",35,2003,2003,301,1877574,16
378,"","Certain infectious and parasitic diseases","A00-B99","New Mexico",35,2004,2004,278,1903808,14.6
379,"","Certain infectious and parasitic diseases","A00-B99","New Mexico",35,2005,2005,322,1932274,16.7
380,"","Certain infectious and parasitic diseases","A00-B99","New Mexico",35,2006,2006,367,1962137,18.7
381,"","Certain infectious and parasitic diseases","A00-B99","New Mexico",35,2007,2007,354,1990070,17.8
382,"","Certain infectious and parasitic diseases","A00-B99","New Mexico",35,2008,2008,415,2010662,20.6
383,"","Certain infectious and parasitic diseases","A00-B99","New Mexico",35,2009,2009,472,2036802,23.2
384,"","Certain infectious and parasitic diseases","A00-B99","New Mexico",35,2010,2010,422,2059179,20.5
385,"","Certain infectious and parasitic diseases","A00-B99","New York",36,1999,1999,5600,18882725,29.7
386,"","Certain infectious and parasitic diseases","A00-B99","New York",36,2000,2000,5421,18976457,28.6
387,"","Certain infectious and parasitic diseases","A00-B99","New York",36,2001,2001,5337,19082838,28
388,"","Certain infectious and parasitic diseases","A00-B99","New York",36,2002,2002,5359,19137800,28
389,"","Certain infectious and parasitic diseases","A00-B99","New York",36,2003,2003,5064,19175939,26.4
390,"","Certain infectious and parasitic diseases","A00-B99","New York",36,2004,2004,5090,19171567,26.5
391,"","Certain infectious and parasitic diseases","A00-B99","New York",36,2005,2005,5126,19132610,26.8
392,"","Certain infectious and parasitic diseases","A00-B99","New York",36,2006,2006,5082,19104631,26.6
393,"","Certain infectious and parasitic diseases","A00-B99","New York",36,2007,2007,4958,19132335,25.9
394,"","Certain infectious and parasitic diseases","A00-B99","New York",36,2008,2008,5035,19212436,26.2
395,"","Certain infectious and parasitic diseases","A00-B99","New York",36,2009,2009,5049,19307066,26.2
396,"","Certain infectious and parasitic diseases","A00-B99","New York",36,2010,2010,4899,19378102,25.3
397,"","Certain infectious and parasitic diseases","A00-B99","North Carolina",37,1999,1999,1852,7949361,23.3
398,"","Certain infectious and parasitic diseases","A00-B99","North Carolina",37,2000,2000,1861,8049313,23.1
399,"","Certain infectious and parasitic diseases","A00-B99","North Carolina",37,2001,2001,1900,8210122,23.1
400,"","Certain infectious and parasitic diseases","A00-B99","North Carolina",37,2002,2002,2028,8326201,24.4
401,"","Certain infectious and parasitic diseases","A00-B99","North Carolina",37,2003,2003,2121,8422501,25.2
402,"","Certain infectious and parasitic diseases","A00-B99","North Carolina",37,2004,2004,2063,8553152,24.1
403,"","Certain infectious and parasitic diseases","A00-B99","North Carolina",37,2005,2005,2151,8705407,24.7
404,"","Certain infectious and parasitic diseases","A00-B99","North Carolina",37,2006,2006,2164,8917270,24.3
405,"","Certain infectious and parasitic diseases","A00-B99","North Carolina",37,2007,2007,2154,9118037,23.6
406,"","Certain infectious and parasitic diseases","A00-B99","North Carolina",37,2008,2008,2328,9309449,25
407,"","Certain infectious and parasitic diseases","A00-B99","North Carolina",37,2009,2009,2361,9449566,25
408,"","Certain infectious and parasitic diseases","A00-B99","North Carolina",37,2010,2010,2375,9535483,24.9
409,"","Certain infectious and parasitic diseases","A00-B99","North Dakota",38,1999,1999,65,644259,10.1
410,"","Certain infectious and parasitic diseases","A00-B99","North Dakota",38,2000,2000,59,642200,9.2
411,"","Certain infectious and parasitic diseases","A00-B99","North Dakota",38,2001,2001,65,639062,10.2
412,"","Certain infectious and parasitic diseases","A00-B99","North Dakota",38,2002,2002,71,638168,11.1
413,"","Certain infectious and parasitic diseases","A00-B99","North Dakota",38,2003,2003,63,638817,9.9
414,"","Certain infectious and parasitic diseases","A00-B99","North Dakota",38,2004,2004,67,644705,10.4
415,"","Certain infectious and parasitic diseases","A00-B99","North Dakota",38,2005,2005,69,646089,10.7
416,"","Certain infectious and parasitic diseases","A00-B99","North Dakota",38,2006,2006,70,649422,10.8
417,"","Certain infectious and parasitic diseases","A00-B99","North Dakota",38,2007,2007,61,652822,9.3
418,"","Certain infectious and parasitic diseases","A00-B99","North Dakota",38,2008,2008,73,657569,11.1
419,"","Certain infectious and parasitic diseases","A00-B99","North Dakota",38,2009,2009,82,664968,12.3
420,"","Certain infectious and parasitic diseases","A00-B99","North Dakota",38,2010,2010,83,672591,12.3
421,"","Certain infectious and parasitic diseases","A00-B99","Ohio",39,1999,1999,2338,11335454,20.6
422,"","Certain infectious and parasitic diseases","A00-B99","Ohio",39,2000,2000,2297,11353140,20.2
423,"","Certain infectious and parasitic diseases","A00-B99","Ohio",39,2001,2001,2217,11387404,19.5
424,"","Certain infectious and parasitic diseases","A00-B99","Ohio",39,2002,2002,2578,11407889,22.6
425,"","Certain infectious and parasitic diseases","A00-B99","Ohio",39,2003,2003,2561,11434788,22.4
426,"","Certain infectious and parasitic diseases","A00-B99","Ohio",39,2004,2004,2491,11452251,21.8
427,"","Certain infectious and parasitic diseases","A00-B99","Ohio",39,2005,2005,2652,11463320,23.1
428,"","Certain infectious and parasitic diseases","A00-B99","Ohio",39,2006,2006,2495,11481213,21.7
429,"","Certain infectious and parasitic diseases","A00-B99","Ohio",39,2007,2007,2472,11500468,21.5
430,"","Certain infectious and parasitic diseases","A00-B99","Ohio",39,2008,2008,2713,11515391,23.6
431,"","Certain infectious and parasitic diseases","A00-B99","Ohio",39,2009,2009,2756,11528896,23.9
432,"","Certain infectious and parasitic diseases","A00-B99","Ohio",39,2010,2010,2657,11536504,23
433,"","Certain infectious and parasitic diseases","A00-B99","Oklahoma",40,1999,1999,718,3437147,20.9
434,"","Certain infectious and parasitic diseases","A00-B99","Oklahoma",40,2000,2000,730,3450654,21.2
435,"","Certain infectious and parasitic diseases","A00-B99","Oklahoma",40,2001,2001,687,3467100,19.8
436,"","Certain infectious and parasitic diseases","A00-B99","Oklahoma",40,2002,2002,726,3489080,20.8
437,"","Certain infectious and parasitic diseases","A00-B99","Oklahoma",40,2003,2003,787,3504892,22.5
438,"","Certain infectious and parasitic diseases","A00-B99","Oklahoma",40,2004,2004,752,3525233,21.3
439,"","Certain infectious and parasitic diseases","A00-B99","Oklahoma",40,2005,2005,838,3548597,23.6
440,"","Certain infectious and parasitic diseases","A00-B99","Oklahoma",40,2006,2006,849,3594090,23.6
